DEPTH_ft,GR,RT,RHOB,NPHI,Hydrocarbon,Zone
9746,44.03,59.29,2.225,0.15,1,oil
9748,56.77,177.38,2.013,0.075,1,oil
9750,41.39,147.97,2.157,0.157,1,oil
9752,33.38,107.73,2.166,0.075,1,oil
9754,38.71,70.8,2.08,0.08,1,oil
9756,61.84,80.64,2.094,0.063,1,oil
9758,32.55,152.25,2.139,0.096,1,oil
9760,42.85,122.69,2.261,0.056,1,oil
9762,37.25,82.19,2.195,0.166,1,oil
9764,52.36,132.71,2.07,0.074,1,oil
9766,51.01,64.68,2.261,0.145,1,oil
9768,27.26,74.68,2.266,0.098,1,oil
9770,39.83,172.79,2.15,0.155,1,oil
9772,33.07,172.28,2.202,0.134,1,oil
9774,32.75,139.03,2.108,0.165,1,oil
9776,35.66,162.48,2.02,0.136,1,oil
9778,53.35,62.31,2.187,0.073,1,oil
9780,22.36,68.92,2.094,0.139,1,oil
9782,41.52,121.23,2.051,0.129,1,oil
9784,57.31,114.61,2.14,0.153,1,oil
9786,24.9,151.84,2.121,0.097,1,oil
9788,30.84,167.75,2.107,0.167,1,oil
9790,20.53,132.99,2.247,0.169,1,oil
9792,29.77,111.38,2.114,0.083,1,oil
9794,27.62,121.09,2.03,0.187,1,oil
9796,21.11,123.25,2.283,0.081,1,oil
9798,46.62,70.9,2.054,0.076,1,oil
9800,53.18,61.05,2.227,0.072,1,oil
9802,55.66,110.81,2.016,0.125,1,oil
9804,59.68,165.51,2.112,0.072,1,oil
9806,36.51,93.65,2.245,0.165,1,oil
9808,33.39,116.22,2.045,0.095,1,oil
9810,41.83,122.84,2.259,0.174,1,oil
9812,57.57,50.99,2.124,0.157,1,oil
9814,59.72,4.28,2.337,0.314,0,water
9816,60.36,6.9,2.443,0.231,0,water
9818,64.64,16.37,2.446,0.244,0,water
9820,74.42,2.05,2.397,0.195,0,water
9822,51.86,7.64,2.463,0.281,0,water
9824,47.34,12.15,2.457,0.271,0,water
9826,81.02,11.62,2.46,0.231,0,water
9828,81.44,8.31,2.287,0.255,0,water
9830,57.53,6.78,2.294,0.279,0,water
9832,45.15,9.91,2.443,0.235,0,water
9834,50.89,12.27,2.479,0.214,0,water
9836,69.23,0.94,2.329,0.19,0,water
9838,48.28,10.04,2.491,0.229,0,water
9840,82.76,12.43,2.322,0.283,0,water
9842,51.06,13.41,2.482,0.195,0,water
9844,75.68,1.33,2.394,0.187,0,water
9846,82.84,10.33,2.296,0.256,0,water
9848,54.53,5.58,2.483,0.261,0,water
9850,67.63,4.04,2.493,0.228,0,water
9852,69.03,7.47,2.406,0.206,0,water
9854,61.28,10.72,2.323,0.285,0,water
9856,58.13,11.9,2.366,0.208,0,water
9858,57.36,6.32,2.444,0.298,0,water
9860,54.97,18.13,2.351,0.172,0,water
9862,48.65,13.07,2.457,0.178,0,water
9864,56.91,7.8,2.494,0.31,0,water
9866,80.16,7.74,2.375,0.257,0,water
9868,73.08,6.78,2.263,0.31,0,water
9870,78.3,8.39,2.437,0.251,0,water
9872,64.87,18.55,2.465,0.204,0,water
9874,46.38,14.07,2.297,0.207,0,water
9876,56.82,10.05,2.305,0.229,0,water
9878,75.9,4.65,2.38,0.246,0,water
9880,74.48,10.19,2.395,0.202,0,water
9882,53.68,4.95,2.298,0.25,0,water
9884,73.06,0.77,2.345,0.317,0,water
9886,85.4,13.42,2.299,0.246,0,water
9888,54.46,4.67,2.347,0.269,0,water
9890,79.71,1.7,2.413,0.195,0,water
9892,74.59,2.53,2.413,0.258,0,water
9894,55.67,5.27,2.299,0.303,0,water
9896,48.53,4.56,2.465,0.232,0,water
9898,58.56,14.07,2.304,0.188,0,water
9900,75.11,11.16,2.382,0.293,0,water
9902,69.5,14.49,2.357,0.273,0,water
9904,46.13,3.77,2.477,0.288,0,water
9906,54.32,8.7,2.488,0.295,0,water
9908,53.66,8.58,2.372,0.229,0,water
9910,56.45,6.31,2.269,0.293,0,water
9912,69.95,9.67,2.414,0.184,0,water
9914,60.79,11.09,2.371,0.295,0,water
9916,77.02,7.17,2.465,0.25,0,water
9918,63.1,7.12,2.239,0.296,0,water
9920,69.29,4.3,2.295,0.293,0,water
9922,67.81,14.94,2.329,0.255,0,water
9924,76.5,8.74,2.31,0.287,0,water
9926,58.87,0.2,2.427,0.208,0,water
9928,51.67,15.11,2.395,0.26,0,water
9930,55.35,10.8,2.361,0.286,0,water
9932,64.56,4.77,2.242,0.22,0,water
9934,72.07,5.46,2.309,0.259,0,water
9936,70.89,7.2,2.308,0.201,0,water
9938,54.03,11.41,2.338,0.234,0,water
9940,66.96,7.03,2.263,0.307,0,water
9942,77.3,5.25,2.348,0.249,0,water
9944,51.59,4.56,2.463,0.283,0,water
9946,58.83,13.42,2.301,0.229,0,water
9948,49.95,15.89,2.237,0.247,0,water
9950,80.62,9.73,2.257,0.286,0,water
9952,64.91,0.84,2.294,0.282,0,water
9954,49.16,8.99,2.491,0.311,0,water
9956,81.12,15.88,2.481,0.217,0,water
9958,44.91,0.2,2.423,0.287,0,water
9960,55.73,4.63,2.246,0.326,0,water
9962,65.97,10.81,2.484,0.244,0,water
9964,60.79,7.77,2.403,0.2,0,water
9966,51.93,7.97,2.314,0.282,0,water
9968,45.33,16.1,2.378,0.336,0,water
9970,77.7,0.2,2.238,0.275,0,water
9972,48.23,10.24,2.348,0.242,0,water
9974,79.13,13.34,2.294,0.311,0,water
9976,52.55,6.83,2.404,0.228,0,water
9978,66.96,14.09,2.453,0.269,0,water
9980,65.51,0.2,2.422,0.296,0,water
9982,82.95,8.53,2.382,0.256,0,water
9984,50.18,2.77,2.338,0.174,0,water
9986,46.92,10.75,2.416,0.252,0,water
9988,52.71,2.3,2.408,0.311,0,water
9990,65.21,6.7,2.356,0.258,0,water
9992,77.58,7.64,2.32,0.267,0,water
9994,79.74,7.37,2.26,0.192,0,water
9996,47.82,5.04,2.436,0.295,0,water
9998,45.3,14.66,2.367,0.291,0,water
10000,47.23,9.1,2.366,0.306,0,water
10002,74.0,10.34,2.49,0.299,0,water
10004,62.13,2.58,2.362,0.289,0,water
10006,70.86,8.76,2.317,0.281,0,water
10008,62.1,11.59,2.257,0.311,0,water
10010,65.48,8.74,2.268,0.229,0,water
10012,45.19,7.37,2.369,0.224,0,water
10014,71.43,10.89,2.447,0.253,0,water
10016,60.58,9.86,2.437,0.312,0,water
10018,73.71,9.95,2.436,0.286,0,water
10020,46.45,5.23,2.502,0.213,0,water
10022,77.96,0.2,2.319,0.272,0,water
10024,66.39,6.54,2.301,0.232,0,water
10026,57.81,5.7,2.412,0.252,0,water
10028,72.87,9.58,2.41,0.247,0,water
10030,53.39,8.18,2.428,0.277,0,water
10032,84.34,0.2,2.357,0.274,0,water
10034,73.92,0.39,2.3,0.23,0,water
10036,66.61,8.92,2.302,0.19,0,water
10038,51.34,7.91,2.406,0.284,0,water
10040,82.59,9.29,2.351,0.278,0,water
10042,51.12,8.7,2.45,0.195,0,water
10044,44.12,2.66,2.31,0.261,0,water
10046,65.87,9.88,2.302,0.28,0,water
10048,52.32,10.49,2.448,0.21,0,water
10050,83.68,1.67,2.266,0.221,0,water
10052,59.36,15.68,2.493,0.197,0,water
10054,56.44,12.69,2.331,0.242,0,water
10056,31.95,171.32,2.055,0.103,1,oil
10058,21.23,71.7,2.098,0.07,1,oil
10060,43.78,177.54,2.139,0.088,1,oil
10062,37.82,130.55,2.091,0.134,1,oil
10064,59.18,76.85,2.091,0.105,1,oil
10066,48.71,170.14,2.176,0.09,1,oil
10068,41.7,164.14,2.165,0.083,1,oil
10070,40.28,56.91,2.176,0.067,1,oil
10072,47.02,131.19,2.144,0.147,1,oil
10074,57.84,100.76,2.09,0.109,1,oil
10076,41.56,146.18,2.161,0.147,1,oil
10078,22.68,89.36,2.167,0.126,1,oil
10080,25.2,117.89,2.073,0.054,1,oil
10082,32.68,59.31,2.073,0.14,1,oil
10084,56.82,111.47,2.121,0.141,1,oil
10086,39.83,62.62,2.008,0.178,1,oil
10088,42.16,69.02,2.129,0.174,1,oil
10090,37.01,75.61,2.096,0.136,1,oil
10092,54.2,79.5,2.25,0.109,1,oil
10094,39.97,76.22,2.197,0.155,1,oil
10096,23.85,158.9,2.109,0.133,1,oil
10098,34.47,173.39,2.163,0.098,1,oil
10100,61.66,180.8,2.203,0.129,1,oil
10102,53.35,96.03,2.063,0.137,1,oil
10104,49.37,138.01,2.242,0.168,1,oil
10106,48.94,153.33,2.177,0.141,1,oil
10108,49.5,97.18,2.269,0.168,1,oil
10110,29.07,79.52,2.175,0.061,1,oil
10112,54.49,52.68,2.284,0.12,1,oil
10114,51.23,81.12,2.279,0.134,1,oil
10116,31.13,116.44,2.129,0.125,1,oil
10118,30.05,63.65,2.12,0.178,1,oil
10120,35.19,81.05,2.054,0.069,1,oil
10122,35.11,92.6,2.161,0.148,1,oil
10124,29.73,100.75,2.111,0.066,1,oil
10126,41.21,79.5,2.131,0.097,1,oil
10128,28.42,54.04,2.212,0.106,1,oil
10130,40.23,157.45,2.192,0.077,1,oil
10132,29.13,120.53,2.009,0.158,1,oil
10134,40.21,83.13,2.078,0.085,1,oil
10136,28.85,163.2,2.02,0.178,1,oil
10138,31.74,149.86,2.222,0.086,1,oil
10140,29.0,43.97,2.031,0.087,1,oil
10142,44.22,122.96,2.129,0.18,1,oil
10144,45.08,127.21,2.138,0.077,1,oil
10146,57.25,72.67,2.01,0.107,1,oil
10148,19.48,153.38,2.124,0.16,1,oil
10150,35.27,54.13,2.268,0.111,1,oil
10152,21.98,126.59,2.138,0.082,1,oil
10154,20.07,173.92,2.024,0.168,1,oil
10156,54.04,124.17,2.193,0.144,1,oil
10158,23.11,49.77,2.103,0.153,1,oil
10160,37.92,73.12,2.145,0.096,1,oil
10162,26.89,72.15,2.24,0.169,1,oil
10164,26.23,180.76,2.271,0.115,1,oil
10166,47.57,117.19,2.078,0.151,1,oil
10168,57.03,112.38,2.151,0.061,1,oil
10170,51.23,87.91,2.23,0.086,1,oil
10172,58.76,67.56,2.054,0.138,1,oil
10174,47.38,64.98,2.122,0.135,1,oil
10176,26.64,113.81,2.148,0.156,1,oil
10178,41.82,171.88,2.281,0.127,1,oil
10180,40.16,63.49,1.996,0.124,1,oil
10182,38.32,74.61,2.175,0.115,1,oil
10184,51.18,133.37,2.174,0.119,1,oil
10186,25.53,106.34,2.226,0.109,1,oil
10188,56.55,96.62,2.091,0.128,1,oil
10190,48.45,48.21,2.066,0.136,1,oil
10192,19.61,113.89,2.087,0.068,1,oil
10194,43.84,43.08,2.037,0.159,1,oil
10196,29.07,85.82,1.965,0.067,1,oil
10198,40.53,74.51,2.113,0.157,1,oil
10200,57.02,85.27,2.046,0.175,1,oil
10202,27.76,103.9,2.128,0.075,1,oil
10204,50.79,85.31,2.051,0.153,1,oil
10206,42.93,45.75,2.233,0.108,1,oil
10208,52.1,152.93,2.126,0.06,1,oil
10210,59.29,108.31,2.083,0.119,1,oil
10212,29.43,138.21,2.137,0.067,1,oil
10214,25.57,145.47,2.003,0.101,1,oil
10216,38.27,156.69,2.095,0.05,1,oil
10218,62.99,168.21,2.029,0.191,1,oil
10220,37.47,69.44,2.302,0.117,1,oil
10222,20.39,115.8,2.099,0.132,1,oil
10224,45.65,171.14,2.232,0.064,1,oil
10226,48.47,45.55,2.075,0.063,1,oil
10228,39.06,120.02,2.219,0.142,1,oil
10230,58.8,77.42,2.223,0.086,1,oil
10232,53.57,65.13,2.028,0.164,1,oil
10234,27.12,159.8,2.115,0.082,1,oil
10236,23.24,132.85,2.062,0.112,1,oil
10238,35.62,81.88,2.24,0.109,1,oil
10240,66.03,36.1,2.326,0.14,1,transition
10242,65.3,48.26,2.366,0.176,0,transition
10244,52.22,39.95,2.305,0.178,1,transition
10246,76.44,22.2,2.404,0.151,1,transition
10248,50.61,47.22,2.243,0.2,1,transition
10250,61.73,20.36,2.211,0.173,1,transition
10252,47.44,23.79,2.313,0.156,0,transition
10254,78.49,24.59,2.319,0.225,1,transition
10256,57.32,46.88,2.185,0.212,1,transition
10258,66.83,28.87,2.244,0.226,0,transition
10260,60.63,21.51,2.38,0.196,1,transition
10262,78.03,31.5,2.315,0.174,1,transition
10264,80.2,20.65,2.376,0.156,0,transition
10266,59.64,48.1,2.261,0.179,1,transition
10268,48.28,38.39,2.409,0.208,0,transition
10270,69.85,19.1,2.198,0.232,0,transition
10272,63.17,26.09,2.171,0.127,0,transition
10274,57.94,18.39,2.354,0.248,1,transition
10276,65.83,23.25,2.167,0.205,1,transition
10278,65.17,27.59,2.363,0.226,0,transition
10280,57.66,47.11,2.24,0.162,0,transition
10282,71.72,23.47,2.252,0.181,1,transition
10284,71.7,17.4,2.295,0.135,0,transition
10286,53.37,27.94,2.334,0.174,1,transition
10288,69.38,43.53,2.172,0.214,1,transition
10290,48.45,38.89,2.405,0.2,1,transition
10292,56.37,17.4,2.186,0.213,0,transition
10294,72.95,28.71,2.352,0.18,1,transition
10296,65.32,35.02,2.206,0.234,1,transition
10298,69.44,49.94,2.383,0.18,1,transition
10300,71.78,42.23,2.257,0.196,0,transition
10302,78.88,28.43,2.42,0.15,0,transition
10304,51.55,38.66,2.3,0.164,0,transition
10306,70.09,31.47,2.19,0.184,0,transition
10308,77.54,38.61,2.294,0.128,1,transition
10310,75.36,28.86,2.172,0.217,0,transition
10312,55.27,24.33,2.293,0.209,0,transition
10314,53.99,17.65,2.226,0.206,0,transition
10316,49.66,47.83,2.266,0.15,1,transition
10318,49.59,26.98,2.34,0.232,1,transition
10320,61.02,37.63,2.293,0.161,1,transition
10322,46.63,49.38,2.285,0.151,0,transition
10324,45.52,32.42,2.207,0.137,0,transition
10326,63.84,31.71,2.387,0.167,0,transition
10328,58.03,47.89,2.178,0.192,1,transition
10330,75.41,33.21,2.207,0.14,0,transition
10332,61.18,33.82,2.361,0.245,1,transition
10334,58.44,25.78,2.205,0.149,0,transition
10336,56.07,35.84,2.231,0.18,1,transition
10338,60.81,17.64,2.404,0.226,1,transition
10340,74.77,51.01,2.324,0.14,0,transition
10342,53.11,36.55,2.284,0.171,1,transition
10344,57.86,48.05,2.278,0.119,1,transition
10346,67.3,35.11,2.2,0.193,0,transition
10348,71.58,43.46,2.219,0.152,0,transition
10350,74.82,38.3,2.146,0.178,1,transition
10352,61.54,14.91,2.356,0.204,0,transition
10354,55.45,36.11,2.288,0.203,1,transition
10356,46.52,38.7,2.16,0.16,0,transition
10358,48.61,22.64,2.257,0.112,0,transition
10360,71.34,21.97,2.293,0.115,1,transition
10362,77.08,51.41,2.303,0.142,0,transition
10364,55.58,20.56,2.18,0.209,0,transition
10366,59.0,32.72,2.334,0.23,0,transition
10368,66.37,31.29,2.244,0.206,1,transition
10370,58.46,38.9,2.31,0.129,0,transition
10372,66.12,48.4,2.202,0.221,1,transition
10374,67.29,16.89,2.166,0.161,1,transition
10376,71.7,16.0,2.268,0.205,1,transition
10378,76.67,19.0,2.198,0.172,1,transition
10380,47.11,21.95,2.212,0.181,1,transition
10382,76.68,34.6,2.191,0.232,0,transition
10384,66.72,20.77,2.225,0.126,1,transition
10386,51.26,22.52,2.318,0.147,0,transition
10388,53.21,38.19,2.32,0.178,0,transition
10390,54.79,25.51,2.316,0.223,0,transition
10392,54.98,17.5,2.32,0.166,0,transition
10394,59.97,52.63,2.338,0.221,1,transition
10396,47.82,32.34,2.25,0.234,0,transition
10398,59.12,32.95,2.322,0.195,1,transition
10400,70.31,45.21,2.328,0.203,1,transition
10402,70.03,41.69,2.385,0.23,1,transition
10404,70.03,52.95,2.248,0.153,1,transition
10406,79.76,48.57,2.38,0.213,1,transition
10408,74.01,34.58,2.161,0.142,0,transition
10410,58.25,43.47,2.285,0.173,1,transition
10412,80.3,17.9,2.294,0.183,1,transition
10414,79.27,25.32,2.254,0.131,0,transition
10416,40.49,25.26,2.17,0.138,1,transition
10418,57.82,17.16,2.398,0.176,1,transition
10420,73.89,18.57,2.362,0.2,1,transition
10422,75.62,35.47,2.382,0.201,0,transition
10424,69.54,36.44,2.134,0.206,0,transition
10426,56.12,32.31,2.287,0.116,1,transition
10428,57.59,28.86,2.209,0.156,0,transition
10430,85.17,10.21,2.51,0.307,0,water
10432,75.31,9.59,2.288,0.233,0,water
10434,52.97,11.22,2.291,0.272,0,water
10436,59.14,6.41,2.459,0.22,0,water
10438,73.61,7.8,2.467,0.241,0,water
10440,80.98,14.71,2.288,0.199,0,water
10442,84.99,9.58,2.298,0.268,0,water
10444,51.94,12.1,2.332,0.302,0,water
10446,69.07,12.56,2.363,0.233,0,water
10448,64.06,8.8,2.272,0.194,0,water
10450,53.42,13.35,2.438,0.231,0,water
10452,46.16,14.13,2.326,0.157,0,water
10454,83.9,8.45,2.394,0.316,0,water
10456,78.9,0.88,2.451,0.305,0,water
10458,56.01,4.08,2.341,0.262,0,water
10460,46.6,10.17,2.285,0.212,0,water
10462,60.34,7.12,2.45,0.234,0,water
10464,66.8,8.87,2.465,0.191,0,water
10466,77.87,12.42,2.355,0.229,0,water
10468,42.95,11.93,2.28,0.301,0,water
10470,73.92,3.13,2.402,0.255,0,water
10472,64.38,7.95,2.458,0.252,0,water
10474,65.1,2.05,2.367,0.262,0,water
10476,57.37,3.05,2.376,0.218,0,water
10478,62.01,9.65,2.461,0.304,0,water
10480,59.12,11.64,2.471,0.191,0,water
10482,62.8,14.13,2.272,0.259,0,water
10484,43.17,14.01,2.428,0.302,0,water
10486,62.02,3.65,2.311,0.268,0,water
10488,58.86,15.11,2.351,0.288,0,water
10490,82.04,7.84,2.296,0.243,0,water
10492,48.7,17.48,2.399,0.221,0,water
10494,74.4,7.79,2.393,0.201,0,water
10496,72.71,0.5,2.438,0.269,0,water
10498,59.91,11.27,2.385,0.241,0,water
10500,63.12,13.12,2.349,0.286,0,water
10502,65.64,11.2,2.279,0.199,0,water
10504,70.67,9.43,2.313,0.224,0,water
10506,66.78,5.73,2.299,0.177,0,water
10508,84.28,14.06,2.286,0.221,0,water
10510,70.44,9.28,2.403,0.193,0,water
10512,84.14,7.8,2.347,0.255,0,water
10514,75.54,13.03,2.318,0.313,0,water
10516,69.39,5.38,2.259,0.226,0,water
10518,68.38,7.97,2.336,0.293,0,water
10520,66.08,10.26,2.501,0.194,0,water
10522,67.9,0.2,2.333,0.198,0,water
10524,70.09,7.68,2.304,0.31,0,water
10526,83.94,4.97,2.405,0.212,0,water
10528,78.88,15.0,2.466,0.253,0,water
10530,79.85,13.63,2.292,0.289,0,water
10532,69.56,11.68,2.335,0.278,0,water
10534,71.9,9.4,2.297,0.28,0,water
10536,46.96,12.31,2.524,0.194,0,water
10538,54.42,11.68,2.361,0.239,0,water
10540,50.12,2.92,2.369,0.265,0,water
10542,45.66,7.15,2.473,0.275,0,water
10544,45.8,7.69,2.373,0.242,0,water
10546,54.47,12.72,2.332,0.194,0,water
10548,79.03,5.4,2.347,0.203,0,water
10550,73.71,7.06,2.41,0.21,0,water
10552,81.66,9.21,2.471,0.188,0,water
10554,80.77,5.82,2.454,0.265,0,water
10556,67.02,6.82,2.391,0.305,0,water
10558,71.01,0.2,2.352,0.259,0,water
10560,47.63,1.26,2.386,0.299,0,water
10562,74.53,5.49,2.244,0.195,0,water
10564,46.72,3.19,2.289,0.189,0,water
10566,61.88,2.59,2.378,0.199,0,water
10568,60.5,3.56,2.411,0.315,0,water
10570,67.4,0.2,2.323,0.238,0,water
10572,48.35,8.65,2.515,0.245,0,water
10574,73.01,8.65,2.31,0.235,0,water
10576,64.41,12.38,2.355,0.197,0,water
10578,69.41,18.44,2.309,0.233,0,water
10580,71.24,8.38,2.374,0.24,0,water
10582,81.34,0.2,2.426,0.282,0,water
10584,80.14,5.77,2.327,0.272,0,water
10586,85.77,5.57,2.251,0.225,0,water
10588,52.69,0.2,2.288,0.24,0,water
10590,64.42,2.03,2.431,0.248,0,water
10592,62.61,10.9,2.277,0.305,0,water
10594,48.2,18.39,2.401,0.293,0,water
10596,76.57,9.89,2.458,0.192,0,water
10598,76.1,4.72,2.377,0.261,0,water
10600,48.38,13.87,2.399,0.301,0,water
10602,56.4,3.74,2.459,0.262,0,water
10604,47.95,4.79,2.47,0.3,0,water
10606,83.17,7.14,2.277,0.279,0,water
10608,55.66,4.06,2.469,0.303,0,water
10610,80.53,11.1,2.468,0.21,0,water
10612,68.25,9.11,2.283,0.276,0,water
10614,75.31,1.93,2.442,0.239,0,water
10616,70.92,3.49,2.326,0.283,0,water
10618,81.83,8.08,2.264,0.252,0,water
10620,78.86,10.98,2.315,0.215,0,water
10622,83.24,6.25,2.4,0.176,0,water
10624,78.1,13.71,2.279,0.194,0,water
10626,42.88,8.75,2.327,0.256,0,water
10628,72.22,10.79,2.404,0.276,0,water
10630,72.75,10.06,2.295,0.196,0,water
10632,50.36,14.87,2.299,0.209,0,water
10634,64.34,2.34,2.381,0.239,0,water
10636,82.73,14.64,2.427,0.244,0,water
10638,52.11,4.16,2.331,0.297,0,water
10640,46.5,10.11,2.375,0.326,0,water
10642,72.34,12.08,2.262,0.179,0,water
10644,51.21,3.6,2.367,0.213,0,water
10646,51.96,3.79,2.396,0.28,0,water
10648,62.3,11.07,2.466,0.222,0,water
10650,55.3,6.63,2.478,0.24,0,water
10652,81.97,4.88,2.375,0.309,0,water
10654,59.48,6.24,2.315,0.25,0,water
10656,83.67,9.07,2.34,0.309,0,water
10658,47.62,0.2,2.427,0.256,0,water
10660,64.31,10.07,2.322,0.263,0,water
10662,79.76,20.12,2.337,0.294,0,water
10664,63.0,12.31,2.473,0.317,0,water
10666,60.81,5.28,2.461,0.309,0,water
10668,80.59,14.14,2.338,0.194,0,water
10670,54.05,16.04,2.404,0.297,0,water
10672,81.4,0.2,2.346,0.228,0,water
10674,77.42,8.03,2.41,0.317,0,water
10676,75.34,16.31,2.357,0.191,0,water
10678,49.8,11.44,2.283,0.217,0,water
10680,84.19,15.63,2.456,0.227,0,water
10682,49.61,8.49,2.324,0.19,0,water
10684,73.96,12.79,2.276,0.255,0,water
10686,64.52,12.49,2.402,0.214,0,water
10688,56.92,11.96,2.475,0.214,0,water
10690,69.28,21.79,2.488,0.267,0,water
10692,77.39,7.45,2.45,0.296,0,water
10694,84.04,3.08,2.46,0.298,0,water
10696,78.7,3.92,2.474,0.214,0,water
10698,68.16,7.83,2.328,0.175,0,water
10700,48.68,13.58,2.401,0.294,0,water
10702,63.46,9.77,2.502,0.276,0,water
10704,63.31,6.15,2.409,0.303,0,water
10706,75.84,12.9,2.433,0.243,0,water
10708,62.89,0.2,2.263,0.244,0,water
10710,45.89,8.38,2.322,0.228,0,water
10712,61.14,13.27,2.237,0.214,0,water
10714,85.04,16.36,2.39,0.229,0,water
10716,64.27,9.18,2.373,0.209,0,water
10718,77.43,11.08,2.332,0.231,0,water
10720,62.16,15.63,2.46,0.229,0,water
10722,57.81,16.05,2.331,0.195,0,water
10724,50.03,2.52,2.489,0.213,0,water
10726,69.65,7.5,2.453,0.282,0,water
10728,82.4,4.84,2.369,0.199,0,water
10730,69.48,7.34,2.507,0.232,0,water
10732,65.16,7.22,2.324,0.295,0,water
10734,56.49,5.0,2.297,0.311,0,water
10736,59.63,13.42,2.466,0.221,0,water
10738,72.11,6.51,2.489,0.2,0,water
10740,69.2,13.44,2.37,0.226,0,water
10742,85.43,7.13,2.478,0.26,0,water
10744,82.41,5.66,2.384,0.206,0,water
10746,87.08,10.7,2.44,0.317,0,water
10748,83.01,10.2,2.259,0.254,0,water
10750,57.17,4.47,2.518,0.221,0,water
10752,52.63,5.76,2.452,0.225,0,water
10754,68.94,17.76,2.345,0.292,0,water
10756,69.63,0.27,2.35,0.29,0,water
10758,81.41,8.73,2.357,0.318,0,water
10760,55.85,5.67,2.396,0.304,0,water
10762,60.0,4.08,2.457,0.283,0,water
10764,56.71,10.45,2.256,0.313,0,water
10766,51.25,10.71,2.33,0.275,0,water
10768,54.43,9.07,2.309,0.327,0,water
10770,46.92,4.64,2.42,0.188,0,water
10772,70.33,9.07,2.428,0.299,0,water
10774,77.34,7.34,2.41,0.165,0,water
10776,53.59,13.95,2.39,0.305,0,water
10778,54.54,8.2,2.394,0.269,0,water
10780,64.07,10.36,2.472,0.316,0,water
10782,67.81,0.2,2.271,0.23,0,water
10784,71.14,12.07,2.381,0.169,0,water
10786,67.22,11.06,2.366,0.193,0,water
10788,86.23,8.03,2.276,0.302,0,water
10790,70.04,7.66,2.295,0.277,0,water
10792,46.81,7.72,2.355,0.314,0,water
10794,44.2,10.21,2.334,0.313,0,water
10796,70.13,13.13,2.333,0.226,0,water
10798,56.51,11.13,2.421,0.248,0,water
10800,73.21,8.68,2.295,0.185,0,water
10802,51.3,11.55,2.353,0.211,0,water
10804,79.57,6.14,2.329,0.196,0,water
10806,52.09,2.31,2.457,0.213,0,water
10808,70.18,6.14,2.371,0.195,0,water
10810,54.73,8.49,2.462,0.3,0,water
10812,61.89,10.02,2.253,0.201,0,water
10814,77.7,11.99,2.387,0.171,0,water
10816,45.98,0.2,2.341,0.278,0,water
10818,53.22,11.87,2.487,0.28,0,water
10820,71.03,16.85,2.311,0.25,0,water
10822,69.19,4.63,2.456,0.25,0,water
10824,77.35,3.14,2.371,0.19,0,water
10826,44.47,14.01,2.5,0.285,0,water
10828,47.01,11.43,2.369,0.271,0,water
10830,72.02,10.51,2.394,0.258,0,water
10832,55.69,2.09,2.388,0.316,0,water
10834,49.2,11.43,2.33,0.203,0,water
10836,70.81,13.72,2.513,0.26,0,water
10838,80.56,6.41,2.336,0.248,0,water
10840,54.85,0.2,2.429,0.186,0,water
10842,54.46,15.2,2.333,0.241,0,water
10844,65.51,14.32,2.38,0.257,0,water
10846,72.59,8.54,2.428,0.18,0,water
10848,79.4,12.35,2.478,0.181,0,water
10850,53.09,1.05,2.377,0.25,0,water
10852,54.28,12.03,2.454,0.218,0,water
10854,64.05,13.93,2.425,0.193,0,water
10856,62.87,15.03,2.313,0.236,0,water
10858,69.84,8.11,2.348,0.256,0,water
10860,50.33,1.34,2.355,0.212,0,water
10862,70.4,13.14,2.4,0.257,0,water
10864,51.31,8.02,2.393,0.225,0,water
10866,73.43,16.0,2.374,0.291,0,water
10868,47.62,2.95,2.373,0.27,0,water
10870,57.4,9.35,2.256,0.324,0,water
10872,62.9,12.3,2.343,0.187,0,water
10874,83.42,8.44,2.301,0.255,0,water
10876,53.25,9.93,2.458,0.317,0,water
10878,47.91,11.1,2.483,0.242,0,water
10880,87.13,17.73,2.341,0.224,0,water
10882,73.6,12.66,2.293,0.204,0,water
10884,75.03,10.79,2.508,0.294,0,water
10886,82.48,0.2,2.259,0.242,0,water
10888,66.15,6.34,2.249,0.297,0,water
10890,48.96,0.2,2.486,0.257,0,water
10892,64.33,17.19,2.468,0.321,0,water
10894,62.63,3.21,2.488,0.289,0,water
10896,51.74,13.68,2.424,0.237,0,water
10898,57.92,6.75,2.38,0.257,0,water
10900,59.76,12.51,2.385,0.312,0,water
10902,33.81,180.45,2.047,0.157,1,oil
10904,27.63,152.11,2.139,0.119,1,oil
10906,50.01,44.75,2.148,0.159,1,oil
10908,53.67,130.72,2.016,0.13,1,oil
10910,57.06,73.9,2.087,0.181,1,oil
10912,49.22,62.98,2.267,0.136,1,oil
10914,48.94,167.02,2.139,0.084,1,oil
10916,48.79,131.42,2.202,0.127,1,oil
10918,58.38,68.95,2.212,0.077,1,oil
10920,28.4,119.28,2.259,0.159,1,oil
10922,34.82,114.59,2.251,0.069,1,oil
10924,40.25,147.66,2.082,0.123,1,oil
10926,20.72,84.6,2.047,0.077,1,oil
10928,55.01,112.55,2.159,0.163,1,oil
10930,25.57,53.58,2.037,0.051,1,oil
10932,30.39,91.14,2.019,0.101,1,oil
10934,48.84,122.53,2.133,0.077,1,oil
10936,33.65,149.71,2.081,0.08,1,oil
